(761, 32317, 'A'),
(762, 32443, 'A'),
(763, 32547, 'A'),
(764, 32566, 'B'),
(765, 32632, 'A'),
(766, 32633, 'B'),
(767, 32714, 'C'),
(768, 32736, 'A'),
(769, 32786, 'A'),
(770, 32806, 'B'),
(771, 32811, 'A'),
(772, 32814, 'C'),
(773, 32956, 'A'),
(774, 33059, 'C'),
(775, 33193, 'A'),
(776, 33323, 'A'),
(777, 33352, 'C'),
(778, 33375, 'B'),
(779, 33537, 'C'),
(780, 33539, 'B'),
(781, 33588, 'B'),
(782, 33600, 'C'),
(783, 33617, 'A'),
(784, 33642, 'A'),
(785, 33768, 'B'),
(786, 33774, 'C'),
(787, 33781, 'B'),
(788, 33789, 'B'),
(789, 33861, 'B'),
(790, 33863, 'C'),
(791, 33864, 'A'),
(792, 33869, 'C'),
(793, 33947, 'B'),
(794, 33965, 'A'),
(795, 33999, 'A'),
(796, 34024, 'C'),
(797, 34035, 'A'),
(798, 34048, 'A'),
(799, 34092, 'A'),
(800, 34181, 'C'),
(801, 34182, 'A'),
(802, 34187, 'B'),
(803, 34246, 'A'),
(804, 34325, 'A'),
(805, 34437, 'C'),
(806, 34440, 'C'),
(807, 34505, 'C'),
(808, 34516, 'C'),
(809, 34521, 'C'),
(810, 34555, 'A'),
(811, 34585, 'A'),
(812, 34626, 'C'),
(813, 34641, 'A'),
(814, 34689, 'C'),
(815, 34693, 'B'),
(816, 34701, 'B'),
(817, 34746, 'A'),
(818, 34782, 'C'),
(819, 34840, 'C'),
(820, 34874, 'A'),
(821, 34884, 'A'),
(822, 34954, 'A'),
(823, 35007, 'A'),
(824, 35079, 'C'),
(825, 35143, 'A'),
(826, 35210, 'C'),
(827, 35294, 'C'),
(828, 35376, 'B'),
(829, 35461, 'A'),
(830, 35472, 'C'),
(831, 35475, 'C'),
(832, 35498, 'A'),
(833, 35701, 'C'),
(834, 35764, 'A'),
(835, 35766, 'A'),
(836, 35778, 'A'),
(837, 35857, 'C'),
(838, 35870, 'B'),
(839, 35912, 'A'),
(840, 35922, 'C'),
(841, 35997, 'B'),
(842, 36005, 'C'),
(843, 36051, 'A'),
(844, 36080, 'B'),
(845, 36083, 'C'),
(846, 36163, 'B'),
(847, 36177, 'C'),
(848, 36231, 'C'),
(849, 36232, 'A'),
(850, 36239, 'C'),
(851, 36246, 'C'),
(852, 36303, 'C'),
(853, 36310, 'C'),
(854, 36396, 'C'),
(855, 36444, 'A'),
(856, 36460, 'B'),
(857, 36465, 'A'),
(858, 36481, 'B'),
(859, 36484, 'C'),
(860, 36500, 'A'),
(861, 36554, 'B'),
(862, 36565, 'C'),
(863, 36661, 'C'),
(864, 36727, 'B'),
(865, 36728, 'B'),
(866, 36977, 'C'),
(867, 37054, 'C'),
(868, 37103, 'A'),
(869, 37224, 'C'),
(870, 37255, 'B'),
(871, 37306, 'C'),
(872, 37343, 'A'),
(873, 37383, 'A'),
(874, 37508, 'C'),
(875, 37572, 'A'),
(876, 37718, 'C'),
(877, 37779, 'A'),
(878, 37840, 'A'),
(879, 37857, 'B'),
(880, 37859, 'A'),
(881, 37959, 'A'),
(882, 38043, 'B'),
(883, 38068, 'B'),
(884, 38124, 'B'),
(885, 38187, 'A'),
(886, 38189, 'B'),
(887, 38201, 'C'),
(888, 38301, 'C'),
(889, 38437, 'C'),
(890, 38455, 'C'),
(891, 38460, 'A'),
(892, 38525, 'A'),
(893, 38589, 'C'),
(894, 38591, 'C'),
(895, 38603, 'C'),
(896, 38666, 'B'),
(897, 38825, 'A'),
(898, 38834, 'A'),
(899, 38891, 'A'),
(900, 38896, 'A'),
(901, 38956, 'C'),
(902, 39027, 'B'),
(903, 39127, 'A'),
(904, 39216, 'A'),
(905, 39271, 'A'),
(906, 39290, 'A'),
(907, 39296, 'C'),
(908, 39303, 'A'),
(909, 39362, 'A'),
(910, 39437, 'A'),
(911, 39441, 'B'),
(912, 39471, 'B'),
(913, 39525, 'B'),
(914, 39589, 'A'),
(915, 39620, 'A'),
(916, 39678, 'B'),
(917, 39704, 'A'),
(918, 39749, 'A'),
(919, 39754, 'C'),
(920, 39859, 'B'),
(921, 39893, 'A'),
(922, 39899, 'A'),
(923, 40014, 'A'),
(924, 40244, 'C'),
(925, 40391, 'C'),
(926, 40522, 'A'),
(927, 40598, 'A'),
(928, 40602, 'B'),
(929, 40741, 'B'),
(930, 40829, 'B'),
(931, 40904, 'B'),
(932, 40932, 'C'),
(933, 40973, 'B'),
(934, 40984, 'B'),
(935, 40996, 'B'),
(936, 41034, 'A'),
(937, 41060, 'C'),
(938, 41245, 'A'),
(939, 41348, 'A'),
